Call_Date,Complaint,ID,Product,Resolution_Description,Resolved_Ontime,Provider,Minutes_On_Phone,Severity,Failure_Type,Customer_Type
5/2/2013,Customer unable to connect to IL Relay 900 access nbr 900 230 2020.  She says she made several attempts could detect a voice on the line but could not determine if it was a recording or an opr.  There was no text appearing on her TTY.,104,Overdraft Protection services,"CS apologized for inconvenience and told her I would turn TT.  On 6/4, AM talked w/customer that her home may be blockage from LEC & check w/LEC & test 900 nbr & will let me know.",Yes,Performacall,34,High,Credit Services,Reseller
5/2/2013,Agent hung up when caller tried to explain 311.  311 does not respond to my TTY so I have those relay to reach 311.  CS apologized to customer and told them a complaint about those agents would be made and their supes would speak to them about this.  I explained that due to the phone system Relay uses to process calls that we require a 3 digit area code and a 7 digit nbr for calls to process thru our system for the customer.  I also explained that is why we cannot use nbrs such as 911 or 411 and that the agents would get nothing if they did dial that way.  I did tell them that the agent should have at least taken the time to let the customer know they are unable to use nbrs like 311 and ask for a supe to assist w/call.  Asked caller what 311 is for and they stated non ER nbr that they use to be able to reach via TTY but it will not work now when they try.  I suggested the customer try to get a 10 digit nbr to use via Relay so that we can place their call.,105,Credit Services,CA 1409F was not scheduled on 6/8 in evening.  (would have requested supe assist)  There are no agents w/this nbr.,Yes,Metricom,11,High,Credit Services,Government
5/2/2013,TTY user upset because  800 855 0000 call would not go thru.  Insisting Relay is not being helpful.  800 855 0000 called and recording reached - CA typed recording stating that is business and that is closed.  TTY user upset w/supe for not doing more.  TTY user hung up.,103,Credit Services,"CA processed call normally, supe unable to assist beyond what can be done thru Relay.  Caller hung up.  CA and supe handled call according to Relay policy and procedure.",Yes,Performacall,47,Medium,Banking Services,Reseller
5/2/2013,Customer unable to connect to IL Relay 900 access nbr 900 230 2020.  She says she made several attempts could detect a voice on the line but could not determine if it was a recording or an opr.  There was no text appearing on her TTY.,104,Credit Services,"CS apologized for inconvenience and told her I would turn TT.  On 6/4, AM talked w/customer that her home may be blockage from LEC & check w/LEC & test 900 nbr & will let me know.",Yes,Performacall,33,Low,Credit Services,Direct
5/2/2013,TTY user upset because  800 855 0000 call would not go thru.  Insisting Relay is not being helpful.  800 855 0000 called and recording reached - CA typed recording stating that is business and that is closed.  TTY user upset w/supe for not doing more.  TTY user hung up.,103,Credit Services,"CA processed call normally, supe unable to assist beyond what can be done thru Relay.  Caller hung up.  CA and supe handled call according to Relay policy and procedure.",Yes,TeleSynch,47,Medium,Banking Services,Reseller
5/2/2013,Customer unable to connect to IL Relay 900 access nbr 900 230 2020.  She says she made several attempts could detect a voice on the line but could not determine if it was a recording or an opr.  There was no text appearing on her TTY.,104,Credit Services,"CS apologized for inconvenience and told her I would turn TT.  On 6/4, AM talked w/customer that her home may be blockage from LEC & check w/LEC & test 900 nbr & will let me know.",Yes,TeleSynch,33,Low,Credit Services,Direct
5/3/2013,"Customer said when she reached an ans mach she gets (ans mach) GA.  When she starts leaving her msg - agent tells her ""oh I am sorry, you have to redial to lv ur msg"".  Customer wanted to know if there was a simpler way to do that so the agents can let her know right away they have to redial.  Also wanted to let us know she doesn't like the (ur caller ID sending) macro.",106,Credit Services,Apologized for problem w/ans mach & told her I was the trainer.  CA's are allowed to put (ans mach has hung up) GA for VCO users to eliminate that problem.  I told her I would bring it up on conference call w/other trainers so they can put a reminder out to all agents.  Also told her I would bring her comment about the macro (caller ID) on Sprint Con. Call.  She was very happy to hear that & thanked me.,Yes,Metricom,23,Medium,Credit Services,Reseller
5/3/2013,"Voice caller upset that opr kept typing what he was saying back to TTY caller.  Voice said opr was not clear in enunciation and asked opr to repeat.  Opr typed back to TTY to repeat as is proper procedure.  Voice also asked to change Oprs.  Voice was loud and abusive w/this supe 8258F.  As voice was speaking loudly to supe, he complained that Opr was typing to TTY.  TTY caller was being informed of our conversation.  Voice main complaint - why does opr have to keep typing when I am speaking to opr?",107,Account Relationship Packages,"Supe explained to voice caller the opr was doing her job properly.  Opr's are not a part of the call.  Oprs can not just read back a sentence - only the TTY caller can repeat a sentence.  We also do not change oprs on request- only for a scheduled shift change.  I advised voice caller to tell the TTY caller he is asking the opr to re-read the last sentence.  I also advised voice caller to disconnect and call back into Relay to get a different opr.  Voice says opr's in the past have read what he asked them to.  Supe informed voice this was not proper procedure.  Voice was loud, rude and then hung up on supe.  (TTY user was informed of this conversation and disconnected once voice hung up).  Discussion was held w/opr and from what was seen and from what was heard from the voice person, this opr did her job properly.  Opr 8388 was very upset that the caller was upset.  Voice was apologized to and voice was not happy w/our procedures but that proper procedure was followed.  Voice hung up.",Yes,Performacall,22,Low,Banking Services,Institutional
5/3/2013,"Customer says agent was too lazy to read CDB notes on her own.  Then after outdial & connection, customer was informed that the person disconnected.  Customer requested agent redial the nbr and she says the agent refused.  Customer requested a supe and said supe didn't give a damn.  Customer says she has the TTY tapes of call and will send tapes to AM.  CS told customer complaint would be passed on to AM.",108,Account Relationship Packages,Consulted w/CA:  she did read the CDB notes (user told her to) but none were applicable to this call.  The CA did redial after the OB disconnected.  The mgr who assisted also could not please this user. (per S. Morehouse),Yes,Performacall,36,High,Credit Services,Direct
5/3/2013,"Customer said when she reached an ans mach she gets (ans mach) GA.  When she starts leaving her msg - agent tells her ""oh I am sorry, you have to redial to lv ur msg"".  Customer wanted to know if there was a simpler way to do that so the agents can let her know right away they have to redial.  Also wanted to let us know she doesn't like the (ur caller ID sending) macro.",106,Credit Services,Apologized for problem w/ans mach & told her I was the trainer.  CA's are allowed to put (ans mach has hung up) GA for VCO users to eliminate that problem.  I told her I would bring it up on conference call w/other trainers so they can put a reminder out to all agents.  Also told her I would bring her comment about the macro (caller ID) on Sprint Con. Call.  She was very happy to hear that & thanked me.,Yes,Metricom,48,Low,Credit Services,Direct
5/3/2013,"Voice caller upset that opr kept typing what he was saying back to TTY caller.  Voice said opr was not clear in enunciation and asked opr to repeat.  Opr typed back to TTY to repeat as is proper procedure.  Voice also asked to change Oprs.  Voice was loud and abusive w/this supe 8258F.  As voice was speaking loudly to supe, he complained that Opr was typing to TTY.  TTY caller was being informed of our conversation.  Voice main complaint - why does opr have to keep typing when I am speaking to opr?",107,Account Relationship Packages,"Supe explained to voice caller the opr was doing her job properly.  Opr's are not a part of the call.  Oprs can not just read back a sentence - only the TTY caller can repeat a sentence.  We also do not change oprs on request- only for a scheduled shift change.  I advised voice caller to tell the TTY caller he is asking the opr to re-read the last sentence.  I also advised voice caller to disconnect and call back into Relay to get a different opr.  Voice says opr's in the past have read what he asked them to.  Supe informed voice this was not proper procedure.  Voice was loud, rude and then hung up on supe.  (TTY user was informed of this conversation and disconnected once voice hung up).  Discussion was held w/opr and from what was seen and from what was heard from the voice person, this opr did her job properly.  Opr 8388 was very upset that the caller was upset.  Voice was apologized to and voice was not happy w/our procedures but that proper procedure was followed.  Voice hung up.",Yes,Performacall,12,Medium,Banking Services,Direct
5/3/2013,"Customer says agent was too lazy to read CDB notes on her own.  Then after outdial & connection, customer was informed that the person disconnected.  Customer requested agent redial the nbr and she says the agent refused.  Customer requested a supe and said supe didn't give a damn.  Customer says she has the TTY tapes of call and will send tapes to AM.  CS told customer complaint would be passed on to AM.",108,Credit Services,Consulted w/CA:  she did read the CDB notes (user told her to) but none were applicable to this call.  The CA did redial after the OB disconnected.  The mgr who assisted also could not please this user. (per S. Morehouse),Yes,Performacall,44,High,Credit Services,Direct
5/3/2013,"Voice caller upset that opr kept typing what he was saying back to TTY caller.  Voice said opr was not clear in enunciation and asked opr to repeat.  Opr typed back to TTY to repeat as is proper procedure.  Voice also asked to change Oprs.  Voice was loud and abusive w/this supe 8258F.  As voice was speaking loudly to supe, he complained that Opr was typing to TTY.  TTY caller was being informed of our conversation.  Voice main complaint - why does opr have to keep typing when I am speaking to opr?",107,Account Relationship Packages,"Supe explained to voice caller the opr was doing her job properly.  Opr's are not a part of the call.  Oprs can not just read back a sentence - only the TTY caller can repeat a sentence.  We also do not change oprs on request- only for a scheduled shift change.  I advised voice caller to tell the TTY caller he is asking the opr to re-read the last sentence.  I also advised voice caller to disconnect and call back into Relay to get a different opr.  Voice says opr's in the past have read what he asked them to.  Supe informed voice this was not proper procedure.  Voice was loud, rude and then hung up on supe.  (TTY user was informed of this conversation and disconnected once voice hung up).  Discussion was held w/opr and from what was seen and from what was heard from the voice person, this opr did her job properly.  Opr 8388 was very upset that the caller was upset.  Voice was apologized to and voice was not happy w/our procedures but that proper procedure was followed.  Voice hung up.",Yes,TeleSynch,12,Medium,Banking Services,Direct
5/3/2013,"Customer says agent was too lazy to read CDB notes on her own.  Then after outdial & connection, customer was informed that the person disconnected.  Customer requested agent redial the nbr and she says the agent refused.  Customer requested a supe and said supe didn't give a damn.  Customer says she has the TTY tapes of call and will send tapes to AM.  CS told customer complaint would be passed on to AM.",108,Credit Services,Consulted w/CA:  she did read the CDB notes (user told her to) but none were applicable to this call.  The CA did redial after the OB disconnected.  The mgr who assisted also could not please this user. (per S. Morehouse),Yes,TeleSynch,44,High,Credit Services,Direct
5/11/2013,Customer called complaining that her call notes were not visible to agent when placing a call today.  She did not have an agent nbr except it was a nbr starting w/5 indicating the NM Ctr.  I explained to caller this was a technical problem and the I would enter a TT#03908315 and apologized that she had this problem.,111,Account Relationship Packages,AM talked w/customer and she understood that it is critical to have CA nbr for pinpointing problem.,Yes,Conversys,41,Medium,Credit Services,OEM
5/11/2013,A VCO customer said that agent 3228F did not follow her instruction on FD.  Agent dialed the wrong person.  Apologized to her and said I'd follow up w/agent.,109,Checking Accounts,"Agent entered FD on dialing window & pressed comp.  That’s how she dialed the wrong #.  She was suppose to press enter not ""comp"" key.  She understood.",Yes,Metricom,42,Low,Banking Services,Direct
5/11/2013,"Caller was not happy w/any of the Relay oprs.  Has to wait long time to call out because they have to wait for opr (computer does ASCII search) and they have to repeat the nbr they want to call.  They also said they first noticed the wait problems a few weeks ago when RC started sending the ""ur caller ID will be sent"" macro.  Caller does not like new macro.",110,Certificate of Deposit,Apologized for inconvenience & told caller I would give these notes to our tech and see what could be done.  Thanked her for bringing this to my attention and asked if the opr could dial a nbr for them and they requested a nbr to call & call was turned over to opr.  No customer info provided for follow up.,Yes,Metricom,46,Low,Credit Services,Direct
5/11/2013,A VCO customer said that agent 3228F did not follow her instruction on FD.  Agent dialed the wrong person.  Apologized to her and said I'd follow up w/agent.,109,Credit Services,"Agent entered FD on dialing window & pressed comp.  That’s how she dialed the wrong #.  She was suppose to press enter not ""comp"" key.  She understood.",Yes,Metricom,44,Low,Credit Services,OEM
5/11/2013,Customer called complaining that her call notes were not visible to agent when placing a call today.  She did not have an agent nbr except it was a nbr starting w/5 indicating the NM Ctr.  I explained to caller this was a technical problem and the I would enter a TT#03908315 and apologized that she had this problem.,111,Account Relationship Packages,AM talked w/customer and she understood that it is critical to have CA nbr for pinpointing problem.,Yes,TeleSynch,41,Medium,Credit Services,OEM
5/14/2013,VCO was upset that all agents are not answering her question if they read her CDB Notes before she gives a nbr to call to.  She wants the agent's to read the CDB notes before dialing out and is upset that many are not.,112,Account Relationship Packages,"Thanked caller for this info and bringing it to my attention.  Apologized for her inconvenience that some Relay agents have been causing her by not reading the CDB notes, then asked if there was anything else I could do.  Caller said no.  Again thanked caller and passed call back to agent who placed another call.  Talked w/this CA about importance of reading CDB notes before dialing out and informing the CA that they can answer processing questions while in opr mode.",Yes,Metricom,17,Medium,Credit Services,Reseller
5/17/2013,"Caller upset that CA refused to answer VCO's question if CA had read CDB notes before VCO would give calling to nbr.  CA's have not been reding notes and even when caller went thru CS, nothing seems to have improved.  Caller is still upset that the CA's are not reading the notes even after the aller asks them to before placing call.",113,Credit Services,Apologized for inconvenience & agreed w/caller that yes the notes should be read.  Unable to follow up w/out CA nbr.,No,Conversys,31,Low,Credit Services,Institutional
5/17/2013,"Agent was leaving msg on ans mach when phone was picked up by person being called.  Agent continued reading the msg & hung up w/o acknowledging phone being answered.  In addition, OB could not hear msg because of her own voice being recorded over msg.  Apologized & thanked her for letting us know.  Informed her the agent would be coached.",114,Credit Services,No customer info provided for follow up.  TT closed due to inaccurate nbrs.,Yes,Conversys,60,Low,Credit Services,Government
5/17/2013,"Caller upset that CA refused to answer VCO's question if CA had read CDB notes before VCO would give calling to nbr.  CA's have not been reding notes and even when caller went thru CS, nothing seems to have improved.  Caller is still upset that the CA's are not reading the notes even after the aller asks them to before placing call.",113,Credit Services,Apologized for inconvenience & agreed w/caller that yes the notes should be read.  Unable to follow up w/out CA nbr.,No,TeleSynch,31,Low,Credit Services,Institutional
5/17/2013,"Agent was leaving msg on ans mach when phone was picked up by person being called.  Agent continued reading the msg & hung up w/o acknowledging phone being answered.  In addition, OB could not hear msg because of her own voice being recorded over msg.  Apologized & thanked her for letting us know.  Informed her the agent would be coached.",114,Credit Services,No customer info provided for follow up.  TT closed due to inaccurate nbrs.,Yes,TeleSynch,60,Low,Credit Services,Government
5/21/2013,"Customer does not like the new caller ID.  She says there should be a way to tell if the call is coming thru Relay or not.  She has calls coming in that are voice for her hearing spouse as well as Relay calls.  I explained that the caller ID is set up to meet ""equal access"" w/the service being as close to ""normal"" as possible.  She says she understands that but thinks there should still be a way to tell if a call is coming thru Relay.  I told her I would pass her comments on to the AM.",115,Certificate of Deposit,Unable to follow up due to no customer info.,No,Metricom,48,High,Banking Services,Government
5/22/2013,Customer complaining that agents do not read notes or do not put them to use.  Requested additional training for agents regarding customers that may be charged for local calls by their LEC.  CS apologized to the customer for the situation & made some wording changes to her CDB notes to help agents understand better w/regards to using CTRL R for local call redialing.  Informed customer that would document complaint & include additional training request.,117,Certificate of Deposit,Customer does not require follow up.,Yes,Conversys,35,Low,Banking Services,Direct
5/22/2013,Customer complaining that agents do not read notes or do not put them to use.  Requested additional training for agents regarding customers that may be charged for local calls by their LEC.  CS apologized to the customer for the situation & made some wording changes to her CDB notes to help agents understand better w/regards to using CTRL R for local call redialing.  Informed customer that would document complaint & include additional training request.,118,Credit Services,Customer does not require follow up.,Yes,Conversys,12,Low,Credit Services,Direct
5/22/2013,"Customer upset - told agent to disconnect & agent did not and kept typing.  Customer asked to speak to the supe.  Supe came to phone, didn't announce themselves - only supe.  Customer felt supe was rude.",116,Overdraft Protection services,Made 3 attempts to contact customer at nbr given.  Unable to contact due to no answer/ans mach.,No,Performacall,35,High,Credit Services,Direct
5/22/2013,"Customer upset - told agent to disconnect & agent did not and kept typing.  Customer asked to speak to the supe.  Supe came to phone, didn't announce themselves - only supe.  Customer felt supe was rude.",116,Account Relationship Packages,Made 3 attempts to contact customer at nbr given.  Unable to contact due to no answer/ans mach.,No,Performacall,17,Medium,Banking Services,Institutional
5/22/2013,"Customer upset - told agent to disconnect & agent did not and kept typing.  Customer asked to speak to the supe.  Supe came to phone, didn't announce themselves - only supe.  Customer felt supe was rude.",116,Account Relationship Packages,Made 3 attempts to contact customer at nbr given.  Unable to contact due to no answer/ans mach.,No,TeleSynch,17,Medium,Banking Services,Institutional
5/22/2013,Customer complaining that agents do not read notes or do not put them to use.  Requested additional training for agents regarding customers that may be charged for local calls by their LEC.  CS apologized to the customer for the situation & made some wording changes to her CDB notes to help agents understand better w/regards to using CTRL R for local call redialing.  Informed customer that would document complaint & include additional training request.,117,Certificate of Deposit,Customer does not require follow up.,Yes,TeleSynch,35,Low,Banking Services,Direct
5/22/2013,Customer complaining that agents do not read notes or do not put them to use.  Requested additional training for agents regarding customers that may be charged for local calls by their LEC.  CS apologized to the customer for the situation & made some wording changes to her CDB notes to help agents understand better w/regards to using CTRL R for local call redialing.  Informed customer that would document complaint & include additional training request.,118,Credit Services,Customer does not require follow up.,Yes,TeleSynch,12,Low,Credit Services,Direct
5/23/2013,"Voice customer called in reporting that when she calls from home nbr 773 area code to 773 area code, she keeps getting the Il Relay.  CS apologized for inconvenience and asked her if she were dialing 711, she said she was positive she was not.  I explained that I would put in a TT#03943159 asap.",120,Certificate of Deposit,"TT result:  Customer would need to contact her LEC in regards to this issue.  AM attempted to contact customer on 6/29 - no answer, 7/2 - no answer and on 7/3 - Private Mgr. - can't complete - attempted several times.",Yes,Conversys,40,Low,Credit Services,Government
5/23/2013,"Caller is upset, opr's are still not reading CDB notes before placing her calls, especially does not want recording typed out.  Tired of CA's mistakes.  Apologized for CA errors, said I would coach this CA on the importance of reading CDB notes thoroughly before placing call.  Caller would also like to know what could be done to avoid this problem.  I said I would talk to other supes and see if we could come up w/some ideas.  Caller would like a call back asap.",121,Certificate of Deposit,CA coached on importance of reading customer notes thoroughly before placing calls.,Yes,Conversys,52,Low,Credit Services,Direct
5/23/2013,"Customer called in to complain about agent, but didn't have agent nbr.",122,Credit Services,"Supe explained that w/o an agent nbr, we were unable to follow up on complaint.  Customer understood.",No,Conversys,31,Low,Banking Services,Direct
5/23/2013,"Customer called in saying she asked a Relay agent if they could read her notes and they did not answer her and the supe told customer it was because the agent cannot participate in conversation.  She did not have an agent's nbr or supe name.  I asked her if she asked the agent the questions before the agent dialed the nbr or during a relay conversation.  She said she always asks them asa they give their agent ID nbr in the beginning.  Customer said agent answered the line, customer asked the agent if they read her notes, and they said pls repeat she asked them again and they said nbr calling pls - eventually the supe got on line and explained that the reason the agent did not answer is because they cannot engage in conversation. Customer kept asking me how is that conversation and is that right, etc.  I explained to the customer that I did not see the situation but I would think it would be appropriate for the agent to simply answer yes or no to her question.  I thanked her for calling and apologized and let her know I would document her concerns and pass it on to the AM and he would be contacting her.",123,Account Relationship Packages,"AM attempted to contact customer on 6/27 - no ans, then busy line; 6/28 - talked w/her for 45 mins. regarding issues.  Customer wants agents to have refresher w/training.  Other issue about charge w/Ameritech.  It will take care of this.",Yes,Conversys,33,Medium,Credit Services,Reseller
5/23/2013,"Customer placed a Relay call to her VCO friend like she always does.  However, this time she could hear her friend answer but the Relay agent never got back w/her and did not sound like the Relay agent typed anything to her friend.  She just kept hearing her freind say things like ""hello, whose calling?"" and eventually she was disconnected from her friend and Relay.  Customer did not get the opr's nbr.  Customer then called right back in to Relay and got a different opr who connected successfully to her friend.",119,Account Relationship Packages,"CS asked customer if it was LD call and she said no but continued to say she didn't want to get charged for the call.  CS asked if she gets charged for local calls and she say said yes, but only a few cents.  I thanked her for calling and apologized.  I told her I would send her a 15 min prepaid card to make up for the problem.  I started to suggest her friend be sure and answer the phone by saying something like ""hi VCO ga"" but she said her friend talks on Relay all the time and never has problems and always answers the phone the same way.  I told her that it sounded like an isolated incident and if it happened again to please let us know the agent nbr.  CS again apologized and let her know the card would be sent right away.",No,Performacall,42,High,Credit Services,Direct
5/23/2013,"Voice customer called in reporting that when she calls from home nbr 773 area code to 773 area code, she keeps getting the Il Relay.  CS apologized for inconvenience and asked her if she were dialing 711, she said she was positive she was not.  I explained that I would put in a TT#03943159 asap.",120,Certificate of Deposit,"TT result:  Customer would need to contact her LEC in regards to this issue.  AM attempted to contact customer on 6/29 - no answer, 7/2 - no answer and on 7/3 - Private Mgr. - can't complete - attempted several times.",Yes,TeleSynch,40,Low,Credit Services,Government
5/23/2013,"Caller is upset, opr's are still not reading CDB notes before placing her calls, especially does not want recording typed out.  Tired of CA's mistakes.  Apologized for CA errors, said I would coach this CA on the importance of reading CDB notes thoroughly before placing call.  Caller would also like to know what could be done to avoid this problem.  I said I would talk to other supes and see if we could come up w/some ideas.  Caller would like a call back asap.",121,Certificate of Deposit,CA coached on importance of reading customer notes thoroughly before placing calls.,Yes,TeleSynch,52,Low,Credit Services,Direct
5/23/2013,"Customer called in to complain about agent, but didn't have agent nbr.",122,Credit Services,"Supe explained that w/o an agent nbr, we were unable to follow up on complaint.  Customer understood.",No,TeleSynch,31,Low,Banking Services,Direct
5/23/2013,"Customer called in saying she asked a Relay agent if they could read her notes and they did not answer her and the supe told customer it was because the agent cannot participate in conversation.  She did not have an agent's nbr or supe name.  I asked her if she asked the agent the questions before the agent dialed the nbr or during a relay conversation.  She said she always asks them asa they give their agent ID nbr in the beginning.  Customer said agent answered the line, customer asked the agent if they read her notes, and they said pls repeat she asked them again and they said nbr calling pls - eventually the supe got on line and explained that the reason the agent did not answer is because they cannot engage in conversation. Customer kept asking me how is that conversation and is that right, etc.  I explained to the customer that I did not see the situation but I would think it would be appropriate for the agent to simply answer yes or no to her question.  I thanked her for calling and apologized and let her know I would document her concerns and pass it on to the AM and he would be contacting her.",123,Account Relationship Packages,"AM attempted to contact customer on 6/27 - no ans, then busy line; 6/28 - talked w/her for 45 mins. regarding issues.  Customer wants agents to have refresher w/training.  Other issue about charge w/Ameritech.  It will take care of this.",Yes,TeleSynch,33,Medium,Credit Services,Reseller
5/24/2013,"Complaint regarding new macro ""ur caller ID will send"".  CS thanked customer for taking time to call and let us know.  Explained that the msg is sent automatically w/every call.  Asked him if he would like the AM to contact him regarding why this is necessary, or what changes may be made in the future.  He said yes he would like the AM to call him.",125,Certificate of Deposit,AM talked w/customer and informed him that this concern would be addressed w/ITAC and will be removed later if ITAC decided to.,No,Conversys,37,Medium,Banking Services,Institutional
5/24/2013,"Customer unable to get through to OSD.  Had tried 4 times.  Gets recording stating pls hld for next avail agent, then phone disconnects.  CS thanked customer for letting us know and apologized for inconvenience and gave MCI & ATT OSD nbrs if further problems arise.",124,Credit Services,OSD experienced power outage for 2 days (off & on) affecting service to customers.,Yes,Metricom,23,Medium,Credit Services,Institutional
5/24/2013,"Complaint regarding new macro ""ur caller ID will send"".  CS thanked customer for taking time to call and let us know.  Explained that the msg is sent automatically w/every call.  Asked him if he would like the AM to contact him regarding why this is necessary, or what changes may be made in the future.  He said yes he would like the AM to call him.",125,Certificate of Deposit,AM talked w/customer and informed him that this concern would be addressed w/ITAC and will be removed later if ITAC decided to.,No,TeleSynch,37,Medium,Banking Services,Institutional
5/31/2013,"IL VCO user is complaining that CA 1719 would not respond to him.  After completing 1 call, this user gave another nbr to dial, saying it was a pager.  The CA dialed w/o asking user what nbr to leave in pager system.  Then the CA did not respond to this user after that.  This user says he does not often have problems w/Relay - mostly service is very good.",126,Checking Accounts,"I apologized & thanked the user for his input.  He said he would like to be called at the above nbr Sat. morn or Mon. morn before 10:30 a.m. w/an explanation of the problem.  Talked to CA who did not recall any problems w/any VCO caller or pager calls, CA was being mentored, no notes from mentor.  Went over call processing on VCO and pager calls.  CA knows how to process both.",Yes,Conversys,44,Medium,Credit Services,Direct
5/31/2013,"IL VCO user is complaining that CA 1719 would not respond to him.  After completing 1 call, this user gave another nbr to dial, saying it was a pager.  The CA dialed w/o asking user what nbr to leave in pager system.  Then the CA did not respond to this user after that.  This user says he does not often have problems w/Relay - mostly service is very good.",126,Checking Accounts,"I apologized & thanked the user for his input.  He said he would like to be called at the above nbr Sat. morn or Mon. morn before 10:30 a.m. w/an explanation of the problem.  Talked to CA who did not recall any problems w/any VCO caller or pager calls, CA was being mentored, no notes from mentor.  Went over call processing on VCO and pager calls.  CA knows how to process both.",Yes,TeleSynch,44,Medium,Credit Services,Direct
6/2/2013,TTY user upset because  800 855 0000 call would not go thru.  Insisting Relay is not being helpful.  800 855 0000 called and recording reached - CA typed recording stating that is business and that is closed.  TTY user upset w/supe for not doing more.  TTY user hung up.,127,Account Relationship Packages,"CA processed call normally, supe unable to assist beyond what can be done thru Relay.  Caller hung up.  CA and supe handled call according to Relay policy and procedure.",Yes,Performacall,58,Medium,Credit Services,Institutional
6/2/2013,Customer unable to connect to IL Relay 900 access nbr 900 230 2020.  She says she made several attempts could detect a voice on the line but could not determine if it was a recording or an opr.  There was no text appearing on her TTY.,128,Account Relationship Packages,"CS apologized for inconvenience and told her I would turn TT.  On 6/4, AM talked w/customer that her home may be blockage from LEC & check w/LEC & test 900 nbr & will let me know.",Yes,Performacall,37,Medium,Banking Services,Reseller
6/3/2013,"Customer said when she reached an ans mach she gets (ans mach) GA.  When she starts leaving her msg - agent tells her ""oh I am sorry, you have to redial to lv ur msg"".  Customer wanted to know if there was a simpler way to do that so the agents can let her know right away they have to redial.  Also wanted to let us know she doesn't like the (ur caller ID sending) macro.",129,Account Relationship Packages,Apologized for problem w/ans mach & told her I was the trainer.  CA's are allowed to put (ans mach has hung up) GA for VCO users to eliminate that problem.  I told her I would bring it up on conference call w/other trainers so they can put a reminder out to all agents.  Also told her I would bring her comment about the macro (caller ID) on Sprint Con. Call.  She was very happy to hear that & thanked me.,Yes,Metricom,23,Low,Credit Services,OEM
6/3/2013,"Voice caller upset that opr kept typing what he was saying back to TTY caller.  Voice said opr was not clear in enunciation and asked opr to repeat.  Opr typed back to TTY to repeat as is proper procedure.  Voice also asked to change Oprs.  Voice was loud and abusive w/this supe 8258F.  As voice was speaking loudly to supe, he complained that Opr was typing to TTY.  TTY caller was being informed of our conversation.  Voice main complaint - why does opr have to keep typing when I am speaking to opr?",130,Account Relationship Packages,"Supe explained to voice caller the opr was doing her job properly.  Opr's are not a part of the call.  Oprs can not just read back a sentence - only the TTY caller can repeat a sentence.  We also do not change oprs on request- only for a scheduled shift change.  I advised voice caller to tell the TTY caller he is asking the opr to re-read the last sentence.  I also advised voice caller to disconnect and call back into Relay to get a different opr.  Voice says opr's in the past have read what he asked them to.  Supe informed voice this was not proper procedure.  Voice was loud, rude and then hung up on supe.  (TTY user was informed of this conversation and disconnected once voice hung up).  Discussion was held w/opr and from what was seen and from what was heard from the voice person, this opr did her job properly.  Opr 8388 was very upset that the caller was upset.  Voice was apologized to and voice was not happy w/our procedures but that proper procedure was followed.  Voice hung up.",Yes,Performacall,20,Low,Credit Services,Institutional
6/3/2013,"Customer says agent was too lazy to read CDB notes on her own.  Then after outdial & connection, customer was informed that the person disconnected.  Customer requested agent redial the nbr and she says the agent refused.  Customer requested a supe and said supe didn't give a damn.  Customer says she has the TTY tapes of call and will send tapes to AM.  CS told customer complaint would be passed on to AM.",131,Credit Services,Consulted w/CA:  she did read the CDB notes (user told her to) but none were applicable to this call.  The CA did redial after the OB disconnected.  The mgr who assisted also could not please this user. (per S. Morehouse),Yes,Performacall,38,Medium,Credit Services,Direct
6/7/2013,Agent hung up when caller tried to explain 311.  311 does not respond to my TTY so I have those relay to reach 311.  CS apologized to customer and told them a complaint about those agents would be made and their supes would speak to them about this.  I explained that due to the phone system Relay uses to process calls that we require a 3 digit area code and a 7 digit nbr for calls to process thru our system for the customer.  I also explained that is why we cannot use nbrs such as 911 or 411 and that the agents would get nothing if they did dial that way.  I did tell them that the agent should have at least taken the time to let the customer know they are unable to use nbrs like 311 and ask for a supe to assist w/call.  Asked caller what 311 is for and they stated non ER nbr that they use to be able to reach via TTY but it will not work now when they try.  I suggested the customer try to get a 10 digit nbr to use via Relay so that we can place their call.,132,Certificate of Deposit,CA 1409F was not scheduled on 6/8 in evening.  (would have requested supe assist)  There are no agents w/this nbr.,Yes,Metricom,20,Medium,Banking Services,OEM
6/8/2013,"Customer says agent was too lazy to read CDB notes on her own.  Then after outdial & connection, customer was informed that the person disconnected.  Customer requested agent redial the nbr and she says the agent refused.  Customer requested a supe and said supe didn't give a damn.  Customer says she has the TTY tapes of call and will send tapes to AM.  CS told customer complaint would be passed on to AM.",133,Account Relationship Packages,Consulted w/CA:  she did read the CDB notes (user told her to) but none were applicable to this call.  The CA did redial after the OB disconnected.  The mgr who assisted also could not please this user. (per S. Morehouse),Yes,Performacall,51,Low,Credit Services,Direct
6/11/2013,A VCO customer said that agent 3228F did not follow her instruction on FD.  Agent dialed the wrong person.  Apologized to her and said I'd follow up w/agent.,134,Credit Services,"Agent entered FD on dialing window & pressed comp.  That’s how she dialed the wrong #.  She was suppose to press enter not ""comp"" key.  She understood.",Yes,Metricom,57,Medium,Credit Services,Direct
